0.377358	0
1.88679	-0.00310881
2.83019	-0.00621762
3.77358	-0.015544
5.09434	-0.0279793
6.03774	-0.0435233
6.98113	-0.0637306
7.92453	-0.084715
8.86792	-0.0940415
10	-0.0994819
10.9434	-0.0971503
11.6981	-0.0854922
12.8302	-0.061399
13.7736	-0.0310881
14.9057	-0.00310881
15.8491	0.0272021
16.9811	0.057513
17.9245	0.0839378
18.8679	0.0963731
20	0.0994819
20.9434	0.0979275
21.6981	0.0878238
22.8302	0.0637306
24.1509	0.0341969
24.9057	0.00544041
25.8491	-0.0264249
26.9811	-0.0536269
27.9245	-0.0816062
28.8679	-0.0955959
30	-0.0979275
30.9434	-0.0948187
32.0755	-0.0854922
32.6415	-0.0668394
33.7736	-0.0349741
34.9057	-0.00621762
35.8491	0.0233161
36.7925	0.0520725
37.5472	0.0792746
39.0566	0.0963731
40	0.0987047
40.7547	0.0955959
41.6981	0.0870466
42.8302	0.0676166
43.9623	0.0404145
44.9057	0.00699482
45.8491	-0.0217617
46.7925	-0.0512953
48.1132	-0.076943
49.0566	-0.0963731
49.8113	-0.100259
50.7547	-0.0955959
51.8868	-0.0862694
53.0189	-0.069171
53.7736	-0.0411917
54.9057	-0.00544041
55.8491	0.0233161
56.9811	0.0497409
57.7358	0.073057
59.0566	0.0955959
59.8113	0.101036
60.9434	0.0955959
61.6981	0.088601
63.0189	0.069171
63.9623	0.0443005
64.9057	0.0108808
66.0377	-0.0217617
66.9811	-0.0505181
67.9245	-0.0738342
68.6792	-0.0909326
70	-0.101813
70.9434	-0.0955959
71.8868	-0.0862694
73.0189	-0.0683938
74.1509	-0.0466321
74.717	-0.0132124
75.8491	0.0186528
76.7925	0.0481865
77.9245	0.0707254
78.8679	0.0917098
80.1887	0.101036
81.1321	0.0955959
81.6981	0.0862694
82.8302	0.0707254
83.9623	0.0474093
84.717	0.0178756
86.2264	-0.0194301
86.7925	-0.0489637
88.1132	-0.0683938
88.8679	-0.0893782
89.8113	-0.100259
90.7547	-0.101036
91.8868	-0.0901554
92.8302	-0.0722798
93.9623	-0.0466321
94.9057	-0.0202073
96.0377	0.0170984
96.9811	0.0481865
98.1132	0.0715026
98.8679	0.088601
